AreaSite,Latitude,Longitude,,,,,,,
C1,34.69417300000000,-76.67660800000000,,,,,,,
C100A,35.10307500000000,-77.03494400000000,,,,,,,
C10,34.64828900000000,-77.09567000000000,,,,,,,
C102,35.04261300000000,-76.98855600000000,,,,,,,
C100,35.09877500000000,-77.02001400000000,,,,,,,
C102A,35.08535700000000,-77.02549600000000,,,,,,,
C101,35.09683900000000,-77.04723300000000,,,,,,,
C104,34.98458100000000,-76.94728500000000,,,,,,,
C105,34.97250600000000,-76.88101000000000,,,,,,,
C105B,34.95276400000000,-76.89564400000000,,,,,,,
C105A,34.94650200000000,-76.90361900000000,,,,,,,
C103,35.00138400000000,-76.97542900000000,,,,,,,
C106A,34.91765400000000,-76.85336400000000,,,,,,,
C107,34.94159700000000,-76.82645300000000,,,,,,,
C106,34.92071900000000,-76.85162100000000,,,,,,,
C10A,34.65419600000000,-77.06031500000000,,,,,,,
C109,34.90632600000000,-76.76250500000000,,,,,,,
C108,34.93009100000000,-76.79111600000000,,,,,,,
C10B,34.64475900000000,-77.08942300000000,,,,,,,
C11,34.57013700000000,-77.27011900000000,,,,,,,
C111,35.53510600000000,-77.05028200000000,,,,,,,
C110,34.95798000000000,-76.69965700000000,,,,,,,
C110A,34.93013500000000,-76.79142500000000,,,,,,,
C112A,35.51387800000000,-77.00994500000000,,,,,,,
C111A,35.53559200000000,-77.04134100000000,,,,,,,
C112,35.48017100000000,-76.98072500000000,,,,,,,
C113,35.48435600000000,-76.95365100000000,,,,,,,
C114,35.18037400000000,-76.66325800000000,,,,,,,
C115A,35.45970000000000,-76.90123100000000,,,,,,,
C115,35.45235100000000,-76.85378600000000,,,,,,,
C117A,35.43516200000000,-76.90837600000000,,,,,,,
C118,35.44854300000000,-76.92409300000000,,,,,,,
C116,35.42541500000000,-76.84390800000000,,,,,,,
C117,35.43267500000000,-76.89156300000000,,,,,,,
C119A,35.44136000000000,-76.94900000000000,,,,,,,
C120,35.47313100000000,-76.98310200000000,,,,,,,
C120A,35.47543200000000,-76.99484500000000,,,,,,,
C119,35.43713900000000,-76.96627500000000,,,,,,,
C12,34.59664200000000,-77.22941400000000,,,,,,,
C126A,35.47781400000000,-76.93127500000000,,,,,,,
C126,35.46106400000000,-76.89946900000000,,,,,,,
C121,35.50618100000000,-77.02182600000000,,,,,,,
C13,34.63316900000000,-77.13784700000000,,,,,,,
C132,34.86073500000000,-76.40274800000000,,,,,,,
C2,34.69394600000000,-76.69724200000000,,,,,,,
C130,34.62034500000000,-77.17929900000000,,,,,,,
C133,35.10260100000000,-77.04062800000000,,,,,,,
C131,34.64460000000000,-77.12492700000000,,,,,,,
C14,34.68846400000000,-76.64792300000000,,,,,,,
C21A,34.56133600000000,-77.28715500000000,,,,,,,
C21,34.57299900000000,-77.27120600000000,,,,,,,
C22,34.63391800000000,-77.20361800000000,,,,,,,
C22A,34.65263900000000,-77.16531300000000,,,,,,,
C23,34.63070200000000,-77.17881400000000,,,,,,,
C23A,34.62556000000000,-77.17857200000000,,,,,,,
C23B,34.62592800000000,-77.17088600000000,,,,,,,
C27,34.68454200000000,-77.11437800000000,,,,,,,
C27A,34.68483300000000,-77.12323500000000,,,,,,,
C25,34.63982800000000,-77.13963800000000,,,,,,,
C26,34.67855900000000,-77.15842900000000,,,,,,,
C24,34.62589900000000,-77.19944600000000,,,,,,,
C3,34.69583100000000,-76.71178300000000,,,,,,,
C29,34.68646800000000,-77.09226400000000,,,,,,,
C28,34.75933600000000,-77.12154600000000,,,,,,,
C30,34.67275500000000,-77.10026200000000,,,,,,,
C30A,34.65300000000000,-77.10200000000000,,,,,,,
C33,34.66979200000000,-77.04656500000000,,,,,,,
C31,34.67274900000000,-77.08551300000000,,,,,,,
C33A,34.66383500000000,-77.06795400000000,,,,,,,
C31A,34.67982100000000,-77.06532800000000,,,,,,,
C32,34.67365900000000,-77.06574300000000,,,,,,,
C35A,34.68600000000000,-77.05200000000000,,,,,,,
C34,34.67678500000000,-77.01342000000000,,,,,,,
C35,34.67632200000000,-77.03662800000000,,,,,,,
C34A,34.67360200000000,-77.00797800000000,,,,,,,
C37,34.70562100000000,-76.97124800000000,,,,,,,
C36,34.69660700000000,-77.00918600000000,,,,,,,
C38,34.68588400000000,-76.94868900000000,,,,,,,
C39A,34.70469200000000,-76.96295100000000,,,,,,,
C39,34.72248400000000,-76.94525700000000,,,,,,,
C3A,34.69700700000000,-76.72403000000000,,,,,,,
C4,34.69731100000000,-76.73911900000000,,,,,,,
C40,34.72365200000000,-76.89543800000000,,,,,,,
C41A,34.69029300000000,-76.88533000000000,,,,,,,
C43,34.72780900000000,-76.83692700000000,,,,,,,
C46,34.72492600000000,-76.78081700000000,,,,,,,
C45,34.70154300000000,-76.83222900000000,,,,,,,
C41B,34.69144900000000,-76.88590500000000,,,,,,,
C40A,34.70178500000000,-76.83233600000000,,,,,,,
C41,34.69131600000000,-76.89520000000000,,,,,,,
C42,34.72547100000000,-76.82656800000000,,,,,,,
C44,34.70320900000000,-76.80970800000000,,,,,,,
C47,34.70335100000000,-76.76884100000000,,,,,,,
C47A,34.70909900000000,-76.74541500000000,,,,,,,
C48A,34.71923900000000,-76.73134700000000,,,,,,,
C47B,34.71695000000000,-76.74687400000000,,,,,,,
C48B,34.72230200000000,-76.75529400000000,,,,,,,
C48,34.71115800000000,-76.73739800000000,,,,,,,
C48C,34.71900000000000,-76.72400000000000,,,,,,,
C4A,34.69664200000000,-76.78096300000000,,,,,,,
C49,34.70643300000000,-76.73688300000000,,,,,,,
C4B,34.69494300000000,-76.80578500000000,,,,,,,
C5,34.69293200000000,-76.82888300000000,,,,,,,
C51,34.72189500000000,-76.75116300000000,,,,,,,
C51B,34.71779400000000,-76.71602000000000,,,,,,,
C51A,34.71854700000000,-76.71597500000000,,,,,,,
C50,34.70415400000000,-76.71079700000000,,,,,,,
C54A,34.70926400000000,-76.67636100000000,,,,,,,
C53A,34.72161600000000,-76.68715500000000,,,,,,,
C51C,34.72200000000000,-76.74700000000000,,,,,,,
C54,34.75615600000000,-76.74921000000000,,,,,,,
C52,34.82767200000000,-76.69130400000000,,,,,,,
C53,34.75595700000000,-76.71535200000000,,,,,,,
C55A,34.72729400000000,-76.66576900000000,,,,,,,
C55B,34.72273100000000,-76.66802000000000,,,,,,,
C55,34.73592300000000,-76.67565100000000,,,,,,,
C56,34.71488500000000,-76.66269500000000,,,,,,,
C56A,34.70972200000000,-76.63204300000000,,,,,,,
C57,34.71368400000000,-76.68021500000000,,,,,,,
C56B,34.70834600000000,-76.62797800000000,,,,,,,
C58,34.68723700000000,-76.64406300000000,,,,,,,
C59,34.67895100000000,-76.61376100000000,,,,,,,
C59A,34.67938600000000,-76.61910800000000,,,,,,,
C6,34.68690900000000,-76.88116900000000,,,,,,,
C5A,34.69084500000000,-76.84535800000000,,,,,,,
C60A,34.69922400000000,-76.65151300000000,,,,,,,
C60,34.70804200000000,-76.61567100000000,,,,,,,
C61,34.74418000000000,-76.62390900000000,,,,,,,
C64,34.71390800000000,-76.57889300000000,,,,,,,
C62,34.78922400000000,-76.60786000000000,,,,,,,
C63,34.77799000000000,-76.57547600000000,,,,,,,
C66,34.68469700000000,-76.52883900000000,,,,,,,
C65,34.71610500000000,-76.51446900000000,,,,,,,
C65A,34.70213000000000,-76.52039600000000,,,,,,,
C69A,34.62393300000000,-76.52515400000000,,,,,,,
C69,34.61351800000000,-76.53782900000000,,,,,,,
C67,34.69311500000000,-76.55987800000000,,,,,,,
C68,34.65580100000000,-76.51845900000000,,,,,,,
C69B,34.61371300000000,-76.53816100000000,,,,,,,
C69C,34.62126600000000,-76.52077000000000,,,,,,,
C69D,34.62087200000000,-76.55129900000000,,,,,,,
C7,34.67524400000000,-76.95655600000000,,,,,,,
C6A,34.68284900000000,-76.90694300000000,,,,,,,
C70,34.78682600000000,-76.50787700000000,,,,,,,
C75A,34.76136900000000,-76.41306200000000,,,,,,,
C71,34.79701900000000,-76.45530500000000,,,,,,,
C72,34.80447000000000,-76.37592600000000,,,,,,,
C73,34.81974100000000,-76.45070000000000,,,,,,,
C74,34.85570300000000,-76.38624500000000,,,,,,,
C75,34.85913700000000,-76.31968100000000,,,,,,,
C7A,34.69104100000000,-76.88720700000000,,,,,,,
C7B,34.68640900000000,-76.90988600000000,,,,,,,
C76,34.88358600000000,-76.33198100000000,,,,,,,
C78,34.95693000000000,-76.27680100000000,,,,,,,
C8,34.66073600000000,-77.03419100000000,,,,,,,
C79,34.99052800000000,-76.20856300000000,,,,,,,
C76A,34.64972000000000,-76.51857000000000,,,,,,,
C77,34.92662500000000,-76.36422500000000,,,,,,,
C81,35.01985600000000,-76.31323000000000,,,,,,,
C81A,35.01838500000000,-76.31227900000000,,,,,,,
C80,34.99749000000000,-76.30452600000000,,,,,,,
C81B,35.01925100000000,-76.31549600000000,,,,,,,
C83A,34.91097900000000,-76.65850200000000,,,,,,,
C83,34.90757900000000,-76.65180600000000,,,,,,,
C82,34.85077000000000,-76.69036000000000,,,,,,,
C84,34.93958300000000,-76.65323100000000,,,,,,,
C85,34.98000000000000,-76.59600000000000,,,,,,,
C86A,35.09451000000000,-76.60501300000000,,,,,,,
C87,35.05691700000000,-76.63981100000000,,,,,,,
C86,35.48843300000000,-76.95536800000000,,,,,,,
C88,35.04024400000000,-76.66225100000000,,,,,,,
C89A,35.02698700000000,-76.68830800000000,,,,,,,
C89,35.03005200000000,-76.68158500000000,,,,,,,
C9,34.65548400000000,-77.05547500000000,,,,,,,
C90,35.02318700000000,-76.70136400000000,,,,,,,
C90A,35.00897100000000,-76.70949700000000,,,,,,,
C91,34.99754300000000,-76.74977900000000,,,,,,,
C92,34.99526000000000,-76.75244000000000,,,,,,,
C92A,34.99274100000000,-76.75734200000000,,,,,,,
C94,34.96662700000000,-76.79839300000000,,,,,,,
C93,34.97097100000000,-76.79361600000000,,,,,,,
C95,34.99261500000000,-76.85546500000000,,,,,,,
C96,35.00192600000000,-76.86812900000000,,,,,,,
C96A,35.02378400000000,-76.90118400000000,,,,,,,
C99,35.06461400000000,-76.97017800000000,,,,,,,
C9A,34.72517900000000,-76.80305800000000,,,,,,,
N1,36.39663600000000,-75.82791600000000,,,,,,,
C97,35.07289800000000,-77.10415600000000,,,,,,,
C98,35.06280800000000,-76.94768100000000,,,,,,,
N11,36.07840700000000,-75.78947200000000,,,,,,,
N12,36.06682200000000,-75.68917900000000,,,,,,,
N10,36.09650400000000,-75.80012700000000,,,,,,,
N12A,36.04417800000000,-75.67403800000000,,,,,,,
N12B,36.03505500000000,-75.66822600000000,,,,,,,
N13A,36.03548800000000,-75.68711700000000,,,,,,,
N12C,36.02189500000000,-75.65934700000000,,,,,,,
N14,36.01566100000000,-75.65553900000000,,,,,,,
N13,36.03550600000000,-75.68679400000000,,,,,,,
N14A,36.01420500000000,-75.65463700000000,,,,,,,
N15,35.99848300000000,-75.64574400000000,,,,,,,
N16,35.98904900000000,-75.64023800000000,,,,,,,
N16A,35.97131900000000,-75.63000300000000,,,,,,,
N16D,35.96773200000000,-75.62823900000000,,,,,,,
N17,35.96544100000000,-75.62690200000000,,,,,,,
N16C,35.98136500000000,-75.63589300000000,,,,,,,
N16B,35.98726900000000,-75.63944500000000,,,,,,,
N17A,35.95880900000000,-75.62327900000000,,,,,,,
N17C,35.96027600000000,-75.62424300000000,,,,,,,
N18,35.93151500000000,-75.60799400000000,,,,,,,
N17B,35.96254600000000,-75.62532900000000,,,,,,,
N19,35.90909000000000,-75.59514600000000,,,,,,,
N19A,35.91036300000000,-75.59617200000000,,,,,,,
N1A,36.43585900000000,-75.83968200000000,,,,,,,
N2,36.37644000000000,-75.82329700000000,,,,,,,
N20,35.90210900000000,-75.60594100000000,,,,,,,
N20A,35.90296700000000,-75.61446300000000,,,,,,,
N22,35.84691400000000,-75.56304900000000,,,,,,,
N21A,35.90217600000000,-75.60613500000000,,,,,,,
N21,35.90180100000000,-75.61037500000000,,,,,,,
N21B,35.89893500000000,-75.60964100000000,,,,,,,
N20B,35.89368100000000,-75.63684500000000,,,,,,,
N23,35.79866500000000,-75.54036200000000,,,,,,,
N25,35.74029900000000,-75.50219200000000,,,,,,,
N24,35.79490300000000,-75.54871000000000,,,,,,,
N26,35.68026800000000,-75.47987800000000,,,,,,,
N26B,35.60864300000000,-75.46491900000000,,,,,,,
N26A,35.67507500000000,-75.48131600000000,,,,,,,
N26C,35.58836800000000,-75.47052400000000,,,,,,,
N27,35.58499100000000,-75.46100900000000,,,,,,,
N28,35.57355900000000,-75.46871600000000,,,,,,,
N29,35.53145700000000,-75.46801600000000,,,,,,,
N28A,35.54860700000000,-75.47785800000000,,,,,,,
N29A,35.53366600000000,-75.47583400000000,,,,,,,
N29B,35.43844200000000,-75.48355800000000,,,,,,,
N3,36.32844800000000,-75.80942700000000,,,,,,,
N31,35.37262600000000,-75.50281000000000,,,,,,,
N30,35.37705600000000,-75.49214600000000,,,,,,,
N32,35.32189800000000,-75.50682400000000,,,,,,,
N33,35.29866400000000,-75.51470200000000,,,,,,,
N33A,35.24199400000000,-75.62269100000000,,,,,,,
N34,35.25404200000000,-75.52084900000000,,,,,,,
N37,35.23213800000000,-75.60439600000000,,,,,,,
N35,35.26716800000000,-75.55751600000000,,,,,,,
N36,35.25449300000000,-75.60300400000000,,,,,,,
N38,35.22019000000000,-75.66075100000000,,,,,,,
N39,35.22352800000000,-75.64333000000000,,,,,,,
N38A,35.22785700000000,-75.64477300000000,,,,,,,
N4,36.27877500000000,-75.79195100000000,,,,,,,
N39A,35.22114100000000,-75.65792500000000,,,,,,,
N40,35.20439700000000,-75.70266500000000,,,,,,,
N41,35.18077300000000,-75.77833300000000,,,,,,,
N41A,35.15786900000000,-75.84206500000000,,,,,,,
N42,35.12323500000000,-75.92108100000000,,,,,,,
N43,35.10236400000000,-75.95907700000000,,,,,,,
N42A,35.10654600000000,-75.99526400000000,,,,,,,
N46,36.42667100000000,-75.92641100000000,,,,,,,
N44,36.42557800000000,-75.92489200000000,,,,,,,
N44A,36.24993800000000,-75.87040900000000,,,,,,,
N44B,36.09401200000000,-75.79757700000000,,,,,,,
N45,36.28740800000000,-75.88249500000000,,,,,,,
N49,36.28913800000000,-76.14704900000000,,,,,,,
N47,36.42271800000000,-75.96498300000000,,,,,,,
N49A,36.28970000000000,-76.14623800000000,,,,,,,
N48,36.50341600000000,-76.04306400000000,,,,,,,
N5,36.20452200000000,-75.76812900000000,,,,,,,
N51,36.26977000000000,-76.17753300000000,,,,,,,
N53,36.19142600000000,-76.46652900000000,,,,,,,
N54,36.08182400000000,-76.38217000000000,,,,,,,
N50,36.29759900000000,-76.21756800000000,,,,,,,
N52,36.16672800000000,-76.06880300000000,,,,,,,
N55,36.07903700000000,-76.41877600000000,,,,,,,
N59A,36.05512500000000,-76.68405200000000,,,,,,,
N59,36.12413400000000,-76.74311800000000,,,,,,,
N58,36.20028200000000,-76.74968600000000,,,,,,,
N5A,36.19613500000000,-75.75606500000000,,,,,,,
N56,36.00532700000000,-76.51341400000000,,,,,,,
N57,36.05718500000000,-76.62571900000000,,,,,,,
N6,36.16829900000000,-75.75732800000000,,,,,,,
N5B,36.18814700000000,-75.76770600000000,,,,,,,
N60,36.01013300000000,-76.70258600000000,,,,,,,
N61,35.91676900000000,-76.81860700000000,,,,,,,
N5C,36.19932700000000,-75.77131200000000,,,,,,,
N67,35.84092400000000,-75.62024600000000,,,,,,,
N65B,35.93685700000000,-76.35755100000000,,,,,,,
N65,35.96554700000000,-76.28583500000000,,,,,,,
N64,35.91739400000000,-76.25458300000000,,,,,,,
N62,35.93694100000000,-76.64126700000000,,,,,,,
N63,35.95960700000000,-76.48846900000000,,,,,,,
N66,35.89323200000000,-75.98420800000000,,,,,,,
N68,35.92646000000000,-75.72474300000000,,,,,,,
N69,35.91534400000000,-75.70305600000000,,,,,,,
N7,36.14536200000000,-75.73410600000000,,,,,,,
N6A,36.16230200000000,-75.75973900000000,,,,,,,
N74,35.40317700000000,-76.34038100000000,,,,,,,
N72,35.69581000000000,-75.77367200000000,,,,,,,
N70,35.91772800000000,-75.66018800000000,,,,,,,
N77,35.48492000000000,-76.60622800000000,,,,,,,
N76,35.53885300000000,-76.62546300000000,,,,,,,
N75,35.54238700000000,-76.48353800000000,,,,,,,
N78,35.44502900000000,-76.60585600000000,,,,,,,
N76A,35.53705700000000,-76.62340400000000,,,,,,,
N71,35.87603800000000,-75.66630500000000,,,,,,,
N73,35.51391900000000,-75.98781500000000,,,,,,,
N79,35.39537600000000,-76.60826100000000,,,,,,,
N7A,36.12166800000000,-75.72180800000000,,,,,,,
N80,36.18034700000000,-76.27457700000000,,,,,,,
N81,35.42662800000000,-76.74090300000000,,,,,,,
N8,36.10173300000000,-75.71063900000000,,,,,,,
N84A,36.32560800000000,-75.82258700000000,,,,,,,
N83,35.47718900000000,-76.81584800000000,,,,,,,
N82,36.36461700000000,-75.82907200000000,,,,,,,
N82A,36.17449300000000,-75.76073500000000,,,,,,,
N84,36.16861800000000,-75.75819700000000,,,,,,,
N85,36.01151800000000,-75.65303100000000,,,,,,,
N85A,36.00594400000000,-75.64988100000000,,,,,,,
N86,35.90889600000000,-75.66761300000000,,,,,,,
N87,35.53305100000000,-76.61257400000000,,,,,,,
N88,35.95228700000000,-75.63296400000000,,,,,,,
N89,36.13624300000000,-75.74437200000000,,,,,,,
N88A,35.94341400000000,-75.62714800000000,,,,,,,
N91,36.01837100000000,-75.72686400000000,,,,,,,
N9,36.09097000000000,-75.74283100000000,,,,,,,
N90,35.07959400000000,-76.10605500000000,,,,,,,
N9A,36.09046600000000,-75.74909300000000,,,,,,,
S1,33.86356200000000,-78.51527200000000,,,,,,,
S10,33.91393700000000,-78.26052200000000,,,,,,,
S10A,33.91370800000000,-78.19015500000000,,,,,,,
S10B,33.91385400000000,-78.15849700000000,,,,,,,
S10E,33.91389900000000,-78.20595700000000,,,,,,,
S10F,33.91360500000000,-78.21379700000000,,,,,,,
S10D,33.91428500000000,-78.17192500000000,,,,,,,
S10C,33.91422500000000,-78.17983900000000,,,,,,,
S11A,33.91341500000000,-78.26723000000000,,,,,,,
S13,33.91272300000000,-78.14684100000000,,,,,,,
S10G,33.91284700000000,-78.22805600000000,,,,,,,
S11,33.91350500000000,-78.24547300000000,,,,,,,
S12,33.91536100000000,-78.23532300000000,,,,,,,
S13A,33.90945100000000,-78.11682500000000,,,,,,,
S13B,33.90802500000000,-78.10693900000000,,,,,,,
S13C,33.91156200000000,-78.13334000000000,,,,,,,
S14,33.90282400000000,-78.08252900000000,,,,,,,
S14A,33.90324300000000,-78.08117200000000,,,,,,,
S14B,33.90563400000000,-78.09105200000000,,,,,,,
S15,33.89616600000000,-78.05453400000000,,,,,,,
S15A,33.89165000000000,-78.03533000000000,,,,,,,
S16A,33.88092600000000,-77.99780700000000,,,,,,,
S16B,33.85655700000000,-77.99993400000000,,,,,,,
S16,33.89648500000000,-78.01621200000000,,,,,,,
S16C,33.84994900000000,-77.95970000000000,,,,,,,
S18,33.96407900000000,-77.92111900000000,,,,,,,
S17,33.85000000000000,-77.95931600000000,,,,,,,
S18A,33.95910000000000,-77.94207900000000,,,,,,,
S18B,33.99032400000000,-77.90864400000000,,,,,,,
S19,33.99806500000000,-77.90506800000000,,,,,,,
S18C,33.99347900000000,-77.90761900000000,,,,,,,
S18D,33.97963600000000,-77.91203100000000,,,,,,,
S19B,34.01197500000000,-77.89960900000000,,,,,,,
S19A,34.01836700000000,-77.89715900000000,,,,,,,
S1B,33.88193400000000,-78.51228400000000,,,,,,,
S1A,33.87669700000000,-78.54060200000000,,,,,,,
S19C,34.03132000000000,-77.89204200000000,,,,,,,
S2,33.86658000000000,-78.50650500000000,,,,,,,
S20,34.03374500000000,-77.89095700000000,,,,,,,
S20A,34.05247000000000,-77.88310900000000,,,,,,,
S21A,34.05646800000000,-77.88061700000000,,,,,,,
S21B,34.06373000000000,-77.87869300000000,,,,,,,
S21,34.05382800000000,-77.88233600000000,,,,,,,
S22A,34.19308500000000,-77.80445000000000,,,,,,,
S22B,34.19639700000000,-77.80541600000000,,,,,,,
S22C,34.20391200000000,-77.79943000000000,,,,,,,
S22E,34.20169500000000,-77.80127100000000,,,,,,,
S22F,34.20732500000000,-77.79409300000000,,,,,,,
S23,34.21386200000000,-77.78829200000000,,,,,,,
S22G,34.19420700000000,-77.80749800000000,,,,,,,
S23A,34.23375900000000,-77.77398700000000,,,,,,,
S23B,34.22623400000000,-77.78119400000000,,,,,,,
S25A,34.35025300000000,-77.65349200000000,,,,,,,
S25,34.24383500000000,-77.76837700000000,,,,,,,
S26,34.29654200000000,-77.71535600000000,,,,,,,
S27,34.34576700000000,-77.66447900000000,,,,,,,
S28,34.36481100000000,-77.62854900000000,,,,,,,
S28A,34.38093800000000,-77.60881200000000,,,,,,,
S29,34.42419900000000,-77.54583100000000,,,,,,,
S28C,34.35018600000000,-77.64663900000000,,,,,,,
S28B,34.38931900000000,-77.59791700000000,,,,,,,
S29A,34.46037900000000,-77.48462900000000,,,,,,,
S29B,34.44117900000000,-77.51882300000000,,,,,,,
S29C,34.47525900000000,-77.45583600000000,,,,,,,
S3,33.87140200000000,-78.48823000000000,,,,,,,
S30,34.49169900000000,-77.42103300000000,,,,,,,
S30A,34.49577300000000,-77.41161100000000,,,,,,,
S30B,34.50246400000000,-77.39665800000000,,,,,,,
S30C,34.50980500000000,-77.38126200000000,,,,,,,
S30D,34.49718700000000,-77.42823800000000,,,,,,,
S30E,34.51987900000000,-77.35868000000000,,,,,,,
S32A,33.89512200000000,-78.44025000000000,,,,,,,
S30F,34.49934800000000,-77.40462200000000,,,,,,,
S32,33.88306900000000,-78.50488900000000,,,,,,,
S33,33.89715400000000,-78.43057900000000,,,,,,,
S31,34.52955000000000,-77.34368000000000,,,,,,,
S35,33.93053600000000,-78.36775700000000,,,,,,,
S35A,33.91338600000000,-78.33582800000000,,,,,,,
S36,33.91193700000000,-78.30877200000000,,,,,,,
S34,33.91368900000000,-78.37234600000000,,,,,,,
S38,33.94409000000000,-78.22134500000000,,,,,,,
S37,33.90336900000000,-78.39430800000000,,,,,,,
S36B,33.91624800000000,-78.26778900000000,,,,,,,
S38A,33.93161400000000,-78.21777100000000,,,,,,,
S39,33.92414400000000,-78.22305100000000,,,,,,,
S40B,33.92225400000000,-78.21277500000000,,,,,,,
S41A,33.92528200000000,-78.06056900000000,,,,,,,
S40A,33.92073400000000,-78.19735300000000,,,,,,,
S40,33.92733800000000,-78.15404400000000,,,,,,,
S41,33.92173100000000,-78.06957200000000,,,,,,,
S42,33.91804600000000,-78.05004800000000,,,,,,,
S42B,33.92690700000000,-78.05936700000000,,,,,,,
S42D,33.92327500000000,-78.19280300000000,,,,,,,
S42C,33.92173000000000,-78.10906800000000,,,,,,,
S42E,33.92576300000000,-78.14556300000000,,,,,,,
S42A,33.91694700000000,-78.03158200000000,,,,,,,
S43,33.95559000000000,-77.94879600000000,,,,,,,
S43A,33.91731800000000,-78.01610700000000,,,,,,,
S45,34.05201500000000,-77.91788600000000,,,,,,,
S45A,34.05788000000000,-77.88872200000000,,,,,,,
S44,34.01168600000000,-77.93915300000000,,,,,,,
S46A,34.07510800000000,-77.88650300000000,,,,,,,
S46,34.08115100000000,-77.88284900000000,,,,,,,
S47A,34.15873700000000,-77.84992600000000,,,,,,,
S47,34.20844600000000,-77.79813400000000,,,,,,,
S46B,34.15625100000000,-77.85669800000000,,,,,,,
S48,34.18308500000000,-77.81912300000000,,,,,,,
S48A,34.18760100000000,-77.81363800000000,,,,,,,
S49,34.19897000000000,-77.82258900000000,,,,,,,
S49A,34.22908300000000,-77.79235600000000,,,,,,,
S5,33.88626300000000,-78.43631600000000,,,,,,,
S50,34.26278300000000,-77.77068300000000,,,,,,,
S50A,34.25995000000000,-77.75621700000000,,,,,,,
S50B,34.29349200000000,-77.71935600000000,,,,,,,
S51,34.30869900000000,-77.73240300000000,,,,,,,
S54,34.43077000000000,-77.55032900000000,,,,,,,
S52,34.36151600000000,-77.67061500000000,,,,,,,
S53,34.40180100000000,-77.60831200000000,,,,,,,
S56,34.50373300000000,-77.41834600000000,,,,,,,
S54A,34.46966000000000,-77.50848400000000,,,,,,,
S55,34.48067300000000,-77.49926400000000,,,,,,,
S55A,34.48825500000000,-77.46344200000000,,,,,,,
S57,34.54573800000000,-77.35978400000000,,,,,,,
S58,34.55209300000000,-77.34261700000000,,,,,,,
S59,34.57864400000000,-77.39896000000000,,,,,,,
S5A,33.87876800000000,-78.46523200000000,,,,,,,
S58A,34.57029600000000,-77.37828900000000,,,,,,,
S6,33.89277800000000,-78.41128600000000,,,,,,,
S5B,33.88302900000000,-78.44991000000000,,,,,,,
S60,34.61862600000000,-77.38239900000000,,,,,,,
S61,34.67481400000000,-77.37849300000000,,,,,,,
S61B,34.69739400000000,-77.42925800000000,,,,,,,
S61C,34.71067300000000,-77.39740900000000,,,,,,,
S61A,34.67417200000000,-77.37821900000000,,,,,,,
S62,34.73965100000000,-77.43387000000000,,,,,,,
S63,34.75277100000000,-77.43410900000000,,,,,,,
S66,34.74172000000000,-77.42733400000000,,,,,,,
S69,34.15900000000000,-77.84900000000000,,,,,,,
S67,34.73845200000000,-77.42850600000000,,,,,,,
S66A,34.73582600000000,-77.43986600000000,,,,,,,
S6A,33.89445100000000,-78.40493600000000,,,,,,,
S64,34.75230000000000,-77.43516400000000,,,,,,,
S65,34.74575100000000,-77.43678500000000,,,,,,,
S68,34.08100000000000,-77.88200000000000,,,,,,,
S6B,33.88973300000000,-78.42605500000000,,,,,,,
S6C,33.89770600000000,-78.39411400000000,,,,,,,
S70,34.22000000000000,-77.80900000000000,,,,,,,
S9,33.91058900000000,-78.29699200000000,,,,,,,
S9A,33.90618300000000,-78.34359000000000,,,,,,,
S8,33.90301500000000,-78.38128800000000,,,,,,,
S9B,33.90753100000000,-78.33264400000000,,,,,,,
S9C,33.91440900000000,-78.24638200000000,,,,,,,
S9D,33.91007400000000,-78.30708200000000,,,,,,,
